Vehiculo;Etiqueta;Matricula;TipoVehiculo;TipoServicio;Sintetizador SIRCI;NivelEmision ;Marca;Accesible;Operador;Modelo;Zona;Concesion
20642;CO0642;WNT512;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20643;CO0643;WNT513;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20644;CO0644;WNT514;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20645;CO0645;WNT515;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20646;CO0646;WNT516;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20647;CO0647;WNT517;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20648;CO0648;WNT518;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20649;CO0649;WNT519;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20650;CO0650;WNT520;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20651;CO0651;WNT521;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20652;CO0652;WNT522;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20653;CO0653;WNT523;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20654;CO0654;WNT524;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20655;CO0655;WNT525;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20656;CO0656;WNT526;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20657;CO0657;WNT527;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20658;CO0658;WNT528;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20659;CO0659;WNT529;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20660;CO0660;WNT530;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20661;CO0661;WNT531;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20662;CO0662;WNT532;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20663;CO0663;WNT533;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20664;CO0664;WNT534;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20665;CO0665;WNT535;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20666;CO0666;WNT536;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
22112;BO0112;WLT988;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22118;BO0118;WMK078;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22119;BO0119;WMK086;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22120;BO0120;WMK062;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22121;BO0121;WMK088;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22122;BO0122;WMK097;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22123;BO0123;WMK068;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22124;BO0124;WMK055;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22125;BO0125;WMK052;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22126;BO0126;WMK051;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22127;BO0127;WMK060;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22128;BO0128;WMK056;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22129;BO0129;WMK109;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22130;BO0130;WMK063;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22131;BO0131;WMK069;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22132;BO0132;WMK085;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22133;BO0133;WMK064;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22134;BO0134;WMK058;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22135;BO0135;WMK054;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22136;BO0136;WMK053;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22137;BO0137;WMK061;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22138;BO0138;WMK057;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22139;BO0139;WMK059;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22140;BO0140;WMK072;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22141;BO0141;WMK076;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22142;BO0142;WMK082;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22143;BO0143;WMK065;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22144;BO0144;WMK071;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22145;BO0145;WMK081;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22146;BO0146;WMK080;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22147;BO0147;WMK074;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22148;BO0148;WMK070;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22149;BO0149;WMK084;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22150;BO0150;WMK066;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22151;BO0151;WMK067;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22152;BO0152;WMK090;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22153;BO0153;WMK075;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22154;BO0154;WMK096;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22155;BO0155;WMK073;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22156;BO0156;WMK077;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA ZN
22157;BO0157;WMK089;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22158;BO0158;WMK079;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22159;BO0159;WMK083;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22160;BO0160;WMK087;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22161;BO0161;WMK092;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22162;BO0162;WMK095;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22163;BO0163;WMK100;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22164;BO0164;WMK091;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22165;BO0165;WMK101;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22166;BO0166;WMK094;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22167;BO0167;WMK099;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22168;BO0168;WMK093;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22169;BO0169;WMK098;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22170;BO0170;WMK104;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22171;BO0171;WMK102;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22172;BO0172;WMK105;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22173;BO0173;WMK106;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22174;BO0174;WMK103;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22175;BO0175;WMK107;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22176;BO0176;WMK110;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22177;BO0177;WMK111;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22178;BO0178;WMK112;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22179;BO0179;WMK113;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22180;BO0180;WMK114;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22181;BO0181;WMK115;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22183;BO0183;WMK116;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22184;BO0184;WMK117;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22185;BO0185;WMK118;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22186;BO0186;WMK119;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22188;BO0188;WMK108;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22189;BO0189;WMN194;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22190;BO0190;WMN285;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22191;BO0191;WMM598;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22192;BO0192;WMN113;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22193;BO0193;WMN114;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22194;BO0194;WMN119;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22195;BO0195;WMN122;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22196;BO0196;WMN197;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22197;BO0197;WMN201;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22198;BO0198;WMN252;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22199;BO0199;WMN253;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22200;BO0200;WMN259;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22201;BO0201;WMN261;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22202;BO0202;WMN277;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22203;BO0203;WMN280;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22204;BO0204;WMN282;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22205;BO0205;WMN283;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22206;BO0206;WMN284;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA AL
22207;BO0207;WNR701;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;SCANIA;ENTRADA BAJA;ETIB;2016;BOSA;BOSA AL
24006;BC0006;FUY864;ALIMENTADOR (50);ALIMENTADOR;SI;EURO V;HINO;CON ELEVADOR;SUMA;2019;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24007;BC0007;FUY865;ALIMENTADOR (50);ALIMENTADOR;SI;EURO V;HINO;CON ELEVADOR;SUMA;2019;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24008;BC0008;FUY867;ALIMENTADOR (50);ALIMENTADOR;SI;EURO V;HINO;CON ELEVADOR;SUMA;2019;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24009;BC0009;FUY870;ALIMENTADOR (50);ALIMENTADOR;SI;EURO V;HINO;CON ELEVADOR;SUMA;2019;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24010;BC0010;FUY871;ALIMENTADOR (50);ALIMENTADOR;SI;EURO V;HINO;CON ELEVADOR;SUMA;2019;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24202;BC0202;WGI692;ALIMENTADOR ESP 80;ALIMENTADOR_ESPECIAL;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2014;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24210;BC0210;WMN930;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24211;BC0211;WMN931 ;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;NO;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24212;BC0212;WMN932;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24213;BC0213;WMN933;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24214;BC0214;WMN934;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24215;BC0215;WMN935;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24216;BC0216;WMN936;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24217;BC0217;WMN937;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24218;BC0218;WMN938;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24219;BC0219;WMN939;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24220;BC0220;WNR753;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24221;BC0221;WNR754;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24222;BC0222;WNR755;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2016;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24223;BC0223;WNR756;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24224;BC0224;WNR757;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24225;BC0225;WNR758;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24226;BC0226;WNR759;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24227;BC0227;WNR760;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24228;BC0228;WNR761;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24229;BC0229;WNR762 ;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;NO;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24230;BC0230;WNS041 ;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;NO;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24231;BC0231;WNS042;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24232;BC0232;WNS043;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24233;BC0233;WNS044;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24234;BC0234;WNS045;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24235;BC0235;WNS046;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24236;BC0236;WNS047;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24237;BC0237;WNS048;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24238;BC0238;WNS049;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24239;BC0239;WNS050;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24240;BC0240;WNS055;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
24241;BC0241;WNS056;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;SUMA;2015;CIUDAD BOLÍVAR;CIUDAD BOLIVAR AL
